Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84
Museo de Arte e Historia de Zarautz,"La Torre-Campanario, el edificio más antiguo de la Villa (s. XV), aloja en su interior el ...",Museo,"Elizaurre, 1",Zarautz,Gipuzkoa,20800.0,Costa Vasca,info@menosca.com,943 835 281,http://www.menosca.com,https://turismoa.euskadi.eus/es/museos/museo-de-arte-e-historia-de-zarautz/webtur00-content/es/,1.0,25.0,1.0,Arte,"43.28652029707758,-2.1775718466270746",43.28652029707758,-2.1775718466270746
Parque Cultural de Zerain,El Museo Etnográfico alberga más de 200 elementos que expresan el proceso hist&oacu...,Museo,"Herriko Plaza, s/n",Zerain,Gipuzkoa,20214.0,Montes y Valles vascos,turismobulegoa@zerain.eus,943 801 505,https://www.zerain.eus/es/zerbitzuak/museo-etnografico/,https://turismoa.euskadi.eus/es/museos/parque-cultural-de-zerain/webtur00-content/es/,1.0,40.0,1.0,Etnografía,"43.01280932708332,-2.273073426458716",43.01280932708332,-2.273073426458716
Sagardoetxea - Museo de la Sidra Vasca,"El espacio museístico está dotado de fotografías, paneles informativos, jueg...",Museo,"Kale Nagusia, 48",Astigarraga,Gipuzkoa,20115.0,Montes y Valles vascos,info@sagardoarenlurraldea.eus,943 550 575,https://sagardoarenlurraldea.eus/eu/,https://turismoa.euskadi.eus/es/museos/museo-de-la-sidra-vasca-sagardoetxea/webtur00-content/es/,1.0,75.0,1.0,Gastronomía,"43.2812606377651,-1.947029328598319",43.2812606377651,-1.947029328598319
Soinuenea,"Asimismo, tiene una biblioteca de más de 5.800 unidades, una fonoteca con más de 4....",Museo,"Tornola kalea, 6",Oiartzun,Gipuzkoa,20180.0,Montes y Valles vascos,soinuenea@soinuenea.eus,943 493 578,https://www.soinuenea.eus/es/,https://turismoa.euskadi.eus/es/museos/soinuenea/webtur00-content/es/,1.0,25.0,1.0,Otros,"43.28829358,-1.83831161",43.28829358,-1.83831161
Museo Vasco. Museo Etnográfico e Histórico Vasco,TEMPORALMENTE CERRADOEl Museo Vasco muestra la etnografía del pueblo vasco a trav&eac...,Museo,"2 accesos: Plaza Miguel de Unamuno, 4 // Calle Cruz, 4",Bilbao,Bizkaia,48006.0,Bilbao,administrazioa@euskalmuseoa.eus,944 155 423,https://www.euskalmuseoa.eus/es/hasiera/,https://turismoa.euskadi.eus/es/museos/museo-vasco-museo-arqueologico-etnografico-e-historico-vasco/webtur00-content/es/,1.0,300.0,1.0,Etnografía,"43.25818180719177,-2.9216793673155053",43.25818180719177,-2.9216793673155053
Museo de Arte e Historia de Durango,"El Museo de Arte e Historia de Durango tiene su sede en el Palacio de Etxezarreta, construido en ...",Museo,"San Agustinalde, 16",Durango,Bizkaia,48200.0,Montes y Valles vascos,museo@durango.eus,946 030 020,https://es.durangomuseoa.eus/,https://turismoa.euskadi.eus/es/museos/museo-de-arte-e-historia-de-durango/webtur00-content/es/,0.0,300.0,1.0,Historia,"43.16689294,-2.63308179",43.16689294,-2.63308179
Museo de Bellas Artes de Bilbao,Caracterizada por su amplitud cronológica y por la diversidad de las manifestaciones art&i...,Museo,"Museo Plaza, 2",Bilbao,Bizkaia,48011.0,Bilbao,info@museobilbao.com,944 396 060,https://bilbaomuseoa.eus/,https://turismoa.euskadi.eus/es/museos/museo-de-bellas-artes-de-bilbao/webtur00-content/es/,0.0,2444.0,0.0,Arte,"43.26597414,-2.93784979",43.26597414,-2.93784979
Servicio de Patrimonio Histórico-Artístico y Arqueológico de la Diputación Foral de Álava (Sede Central),Se debe llamar a este servicio para concertar las visitas guiadas por los museos que pertenecen a...,Museo,"Plaza de la Provincia 5, 3ª planta",Vitoria-Gasteiz,Araba/Álava,1007.0,Vitoria-Gasteiz,afa-dfa@araba.eus,945 181 818,http://www.araba.eus,https://turismoa.euskadi.eus/es/museos/sede-central-del-servicio-de-patrimonio-historico-artistico-y-arqueologico-de-la-diputacion-foral-de-alava/webtur00-content/es/,0.0,0.0,0.0,Otros,"42.84157305,-2.67964698",42.84157305,-2.67964698
Museo Simón Bolívar,El Museo Simón Bolívar alberga colecciones que informan de la vida de los vizca&iac...,Museo,"Errementarikua Baserria. Beko Kale, 4",Ziortza-Bolibar,Bizkaia,48279.0,Montes y Valles vascos,info@simonbolivarmuseoa.com,946 164 114,http://www.simonbolivarmuseoa.com,https://turismoa.euskadi.eus/es/museos/museo-simon-bolivar/webtur00-content/es/,1.0,30.0,0.0,Historia,"43.24996582,-2.54819904",43.24996582,-2.54819904
Museo de la Miel,"El Museo de la Miel de Murgia, situado en pleno casco urbano, nos adentra en el extraordinario mu...",Museo,Casa Oregi<br/>Calle Domingo de Sautu,Zuia,Araba/Álava,1130.0,Montes y Valles vascos,,945 430 167,,https://turismoa.euskadi.eus/es/museos/museo-de-la-miel/webtur00-content/es/,1.0,25.0,1.0,Gastronomía,"42.95640614,-2.81780559",42.95640614,-2.81780559
Visitas guiadas a la Catedral de Santa María,La Catedral de Santa María o Catedral Vieja es uno de los tesoros de Vitoria-Gasteiz. Est&...,Museo,"Plaza Santa María, 3",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,visitas@catedralvitoria.eus,945 255 135,https://www.catedralvitoria.eus/es/inicio/,https://turismoa.euskadi.eus/es/museos/obras-de-restauracion-de-la-catedral-de-santa-maria/webtur00-content/es/,1.0,20.0,1.0,Arte,"42.8504881,-2.67228318",42.8504881,-2.67228318
Museo de coches antiguos y clásicos (Torre de Loizaga),"El castillo de Concejuelo, majestuosa fortaleza ubicada en la localidad vizcaína de Galdam...",Museo,TORRE LOIZAGA. Bº Concejuelo,Galdames,Bizkaia,48191.0,Montes y Valles vascos,info@torreloizaga.com,672 248 759,http://www.torreloizaga.com,https://turismoa.euskadi.eus/es/museos/museo-de-coches-antiguos-y-clasicos-torre-de-loizaga/webtur00-content/es/,1.0,300.0,0.0,Otros,"43.25298829680561,-3.1309242108520507",43.25298829680561,-3.1309242108520507
La Encartada Fabrika Museoa,"Situada a las afueras de Balmaseda, en la ribera del Cadagua, La Encartada Fabrika Museoa pretend...",Museo,"Barrio El Peñueco, 11",Balmaseda,Bizkaia,48800.0,Montes y Valles vascos,laencartada@bizkaia.eus,946 800 778,http://www.bizkaikoa.bizkaia.eus/laencartada,https://turismoa.euskadi.eus/es/museos/boinas-la-encartada-museoa/webtur00-content/es/,0.0,20.0,0.0,Otros,"43.17615576755257,-3.212533476057388",43.17615576755257,-3.212533476057388
Museo del Licor Manuel Acha,"El primer Museo del Licor de Euskadi recorre la trayectoria de la destilería Manuel Acha, ...",Museo,"Maskuribai, 4",Amurrio,Araba/Álava,1470.0,Montes y Valles vascos,info@destileriasacha.com,945 891 812,https://www.destileriasacha.com/,https://turismoa.euskadi.eus/es/museos/museo-del-licor-manuel-acha/webtur00-content/es/,0.0,20.0,0.0,Otros,"43.0495068,-3.0001852999999983",43.0495068,-3.0001852999999983
Rialia Museo de la Industria,"La Villa de Portugalete, a orillas de la Ría, alberga a Rialia Museo de la Industria.Riali...",Museo,"Paseo de la Canilla, s/n",Portugalete,Bizkaia,48920.0,Costa Vasca,rialia@portugalete.org,944 724 384,https://web.bizkaia.eus/es/-/rialia-industria-museoa,https://turismoa.euskadi.eus/es/museos/rialia-museo-de-la-industria/webtur00-content/es/,1.0,100.0,1.0,Historia,"43.31875132650195,-3.013912217443817",43.31875132650195,-3.013912217443817
Ecomuseo del Pastoreo,"El Ecomuseo del Pastoreo, ubicado en un caserío del siglo XVI, ofrece la posibilidad de co...",Museo,Caserío Erraizabal,Legazpi,Gipuzkoa,20230.0,Montes y Valles vascos,mirandaola@lenbur.com,943 730 428,,https://turismoa.euskadi.eus/es/museos/ecomuseo-del-pastoreo/webtur00-content/es/,1.0,60.0,1.0,Etnografía,"43.02460913857051,-2.338391647607409",43.02460913857051,-2.338391647607409
El Rincón del Pan,Muestra las características de la tradición molinera y panadera en la comarca de Ur...,Museo,Caserío Igaralde-Goena<br/>Barrio Brinkola,Legazpi,Gipuzkoa,20230.0,Montes y Valles vascos,mirandaola@lenbur.com,943 730 428,,https://turismoa.euskadi.eus/es/museos/el-rincon-del-pan/webtur00-content/es/,0.0,30.0,0.0,Gastronomía,"43.024575373346146,-2.3348130851807127",43.02457537334615,-2.3348130851807127
Museo del Hierro Vasco,"Además, muestra los elementos originales de la antigua fábrica ""Fundiciones Sa...",Museo,"Mirandaola Parkea. Telleriarte auzoa, s/n",Legazpi,Gipuzkoa,20230.0,Montes y Valles vascos,mirandaola@lenbur.com,943 730 428,https://lenbur.com/es/museos/museo-del-hierro-vasco/,https://turismoa.euskadi.eus/es/museos/museo-del-hierro-vasco/webtur00-content/es/,1.0,150.0,1.0,Otros,"43.0353114,-2.3385631",43.0353114,-2.3385631
Casa Ardixarra,"Además de ser una de las casas más antiguas de nuestro entorno, Ardixarra es uno de...",Museo,"Kale Nagusia, 12",Segura,Gipuzkoa,20214.0,Montes y Valles vascos,turismoa@segura.eus,943 801 749,https://ardixarra.eus/,https://turismoa.euskadi.eus/es/museos/casa-ardixarra-centro-de-interpretacion-medieval/webtur00-content/es/,1.0,0.0,1.0,Etnografía,"43.0099457,-2.252746600000023",43.0099457,-2.252746600000023
Museo Romano Oiasso,"Es, además, un espacio de desarrollo de actividades culturales que guardan relación...",Museo,"Eskoleta, 1",Irun,Gipuzkoa,20302.0,Montes y Valles vascos,info-oiassomuseo@irun.org,943 639 353,https://www.oiasso.com,https://turismoa.euskadi.eus/es/museos/museo-romano-oiasso/webtur00-content/es/,1.0,359.0,1.0,Etnografía,"43.339805354897635,-1.7877681269530967",43.33980535489764,-1.7877681269530967
ARENATZarte museo al aire libre,ARENATZarte representa la armonía entre una diversa a la par que exótica naturaleza...,Museo,"Enkarterri Kalea, 5",Güeñes,Bizkaia,48840.0,Montes y Valles vascos,arenatzarte@enkartur.eus,649 890 320,,https://turismoa.euskadi.eus/es/museos/arenatzarte-museo-al-aire-libre/webtur00-content/es/,1.0,0.0,1.0,Arte,"43.21092831264088,-3.0950754539673064",43.21092831264088,-3.0950754539673064
Casa del parque Aizkorri-Aratz,"En este sentido, ofrece información completa acerca de la naturaleza y la vida en el munic...",Museo,"Intuxi, 48 (Zentral hidroelektrikoaren ondoan)",Asparrena,Araba/Álava,1250.0,Montes y Valles vascos,parketxe.aizkorriaratz@gmail.com,945 386 964,https://aizkorriaratzparkea.eus/,https://turismoa.euskadi.eus/es/museos/casa-del-parque-aizkorri-aratz/webtur00-content/es/,1.0,13.0,0.0,Ciencias Naturales,"42.8953792,-2.3113488999999845",42.8953792,-2.3113488999999845
Ekoetxea Urdaibai,La Reserva de la Biosfera de Urdaibai engloba 22.000 hectáreas y la integra un mosaico de ...,Museo,"Barrio San Bartolomé, 35",Busturia,Bizkaia,48350.0,Costa Vasca,info.urdaibai@ekoetxea.eus,946 870 402,https://ekoetxea.eus/,https://turismoa.euskadi.eus/es/museos/centro-de-la-biodiversidad-de-euskadi/ekoetxea/webtur00-content/es/,1.0,0.0,0.0,Ciencias Naturales,"43.37507539044977,-2.6977445681228596",43.37507539044977,-2.69774456812286
TOPIC. Centro Internacional del Títere de Tolosa,Se trata del único centro de toda Europa dedicado íntegramente al mundo de las mari...,Museo,Plaza de Euskal Herria,Tolosa,Gipuzkoa,20400.0,Montes y Valles vascos,cit@cittolosa.com,943 650 414,https://topic.eus/,https://turismoa.euskadi.eus/es/museos/topic-centro-internacional-del-titere-de-tolosa/webtur00-content/es/,0.0,250.0,1.0,Otros,"43.13815603635745,-2.074853628873825",43.13815603635745,-2.074853628873825
Museo de la Industria Armera,La ciudad de Eibar dispone de un museo dedicado a la conservación y difusión de la ...,Museo,"Bista Eder, 10 5º",Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,museoa@eibar.eus,943 708 446,https://armia-eibar.eus/eu,https://turismoa.euskadi.eus/es/museos/museo-de-la-industria-armera/webtur00-content/es/,1.0,120.0,1.0,Otros,"43.18451420720174,-2.4696166017829455",43.18451420720174,-2.469616601782945
Faro de Santa Catalina,El Faro de Santa Catalina es un centro de interpretación de la técnica de...,Museo,"Avenida Santa Catalina, 65",Lekeitio,Bizkaia,48280.0,Costa Vasca,turismo@lekeitio.eus,946 844 017,https://lekeitioturismo.eus/es/,https://turismoa.euskadi.eus/es/museos/faro-de-santa-catalina-centro-de-interpretacion-de-la-navegacion/webtur00-content/es/,0.0,20.0,0.0,Ciencias Naturales,"43.377167402933146,-2.5098609924316406",43.377167402933146,-2.5098609924316406
Fuerte de San Marcos,"Enclavado en el monte que le da nombre, el Fuerte de San Marcos constituye uno de los lugares m&a...",Museo,"San Marko Bidea, s/n",Errenteria,Gipuzkoa,20100.0,Montes y Valles vascos,turismoa@errenteria.eus,943 449 638,,https://turismoa.euskadi.eus/es/museos/espacio-ludico-cultural-san-marcos/webtur00-content/es/,1.0,0.0,0.0,Historia,"43.29731733169746,-1.9141638278961182",43.29731733169746,-1.9141638278961184
AZKUNA Zentroa,"AZKUNA Zentroa está ubicado en pleno centro de la capital vizcaína, y es uno de los...",Museo,"Plaza Arriquibar, 4",Bilbao,Bizkaia,48010.0,Bilbao,info@azkunazentroa.com,944 014 014,https://www.azkunazentroa.eus/,https://turismoa.euskadi.eus/es/museos/azkuna-zentroa/webtur00-content/es/,1.0,1.0,1.0,Otros,"43.25993925984833,-2.9364873943038674",43.25993925984833,-2.9364873943038674
Cristóbal Balenciaga Museoa,El Cristóbal Balenciaga Museoa está dedicado al célebre diseñador get...,Museo,"Aldamar Parkea, 6",Getaria,Gipuzkoa,20808.0,Costa Vasca,info@cristobalbalenciagamuseoa.com,943 008 840,https://www.cristobalbalenciagamuseoa.com/,https://turismoa.euskadi.eus/es/top10/museos/cristobal-balenciaga-museoa/webtur00-content/es/,1.0,0.0,1.0,Otros,"43.3019201,-2.2048875000000407",43.3019201,-2.2048875000000407
Ataria. Centro de Interpretación de los humedales de Salburua,Ataria es el Centro de Interpretación de los humedales de Salburua. El objetivo de este eq...,Museo,"Paseo de la Biosfera, 4",Vitoria-Gasteiz,Araba/Álava,1013.0,Vitoria-Gasteiz,ataria@vitoria-gasteiz.org,945 162 616,http://www.vitoria-gasteiz.org/ataria,https://turismoa.euskadi.eus/es/museos/ataria-centro-de-interpretacion-de-los-humedales-de-salburua/webtur00-content/es/,0.0,750.0,0.0,Ciencias Naturales,"42.8594823204383,-2.6479196548461914",42.8594823204383,-2.6479196548461914
"Nautilus, Centro de Interpretación Geológica de Mutriku","Nautilus, el Centro de Interpretación Geológica de Mutriku nace para dar respuesta ...",Museo,"Jose Antonio Ezeiza, 3",Mutriku,Gipuzkoa,20830.0,Costa Vasca,nautilus@mutriku.net,943 603 259,https://www.mutriku.eus/es/turismo/que-hacer-mutriku/museo-nautilus,https://turismoa.euskadi.eus/es/museos/nautilus-centro-de-interpretacion-geologica/webtur00-content/es/,1.0,31.0,0.0,Ciencias Naturales,"43.306664329202846,-2.3895720883606373",43.306664329202846,-2.3895720883606373
Centro de Interpretación del Camino de Santiago,"CERRADO TEMPORALMENTEEl Centro de Interpretación del Camino de Santiago, en Orio, ofrece i...",Museo,"Kale Nagusia, 17",Orio,Gipuzkoa,20180.0,Costa Vasca,orioturismo@gmail.com,943 83 55 65,http://donejakue.orio.eus,https://turismoa.euskadi.eus/es/museos/centro-de-interpretacion-del-camino-de-santiago/webtur00-content/es/,0.0,50.0,0.0,Otros,"43.2768432,-2.126932799999963",43.2768432,-2.126932799999963
Centro del visitante Aizpitta,El Centro del visitante Aizpitta muestra de manera amena y didáctica el proceso completo d...,Museo,"Herriko Plaza, z/g",Zerain,Gipuzkoa,20214.0,Montes y Valles vascos,turismobulegoa@zerain.eus,943 801 505,https://www.zerain.eus,https://turismoa.euskadi.eus/es/museos/centro-del-visitante-aizpitta/webtur00-content/es/,1.0,35.0,0.0,Historia,"43.0150313644794,-2.298966772647077",43.0150313644794,-2.298966772647077
Anduetza Parketxea,"Zegama constituye la puerta de entrada del Parque Natural de Aizkorri-Aratz, y alberga uno de los...",Museo,"Barrio San Bartolomé, 13",Zegama,Gipuzkoa,20215.0,Montes y Valles vascos,anduetza@gipuzkoanatura.eus,943 802 187,https://www.gipuzkoanatura.eus/es/parketxes/anduetza,https://turismoa.euskadi.eus/es/museos/centro-de-interpretacion-aizkorriko-ataria/webtur00-content/es/,1.0,110.0,1.0,Ciencias Naturales,"42.97592115633981,-2.293179363876334",42.97592115633981,-2.293179363876334
Izenaduba Basoa,A través de las visitas teatralizadas que se ofrecen disfrutarás de un recorrido m&...,Museo,Landetxo Goikoa,Mungia,Bizkaia,48100.0,Montes y Valles vascos,olentzero@izenaduba.com,946 740 061,https://www.izenaduba.com/,https://turismoa.euskadi.eus/es/museos/izenaduba-basoa/webtur00-content/es/,1.0,0.0,0.0,Otros,"43.3559551,-2.8528384999999616",43.3559551,-2.8528384999999616
Centro Vasco de Interpretación de la Memoria Histórica,"El Centro Vasco de Interpretación de la Memoria Historia, en Elgeta, gira en torno a la Gu...",Museo,"Maala Kalea, 2",Elgeta,Gipuzkoa,20690.0,Montes y Valles vascos,turismo@debagoiena.eus,943 768 022,https://www.elgeta.eus/es/conocer/memoria/elgeta-y-la-guerra-civil-1,https://turismoa.euskadi.eus/es/museos/centro-vasco-de-interpretacion-de-la-memoria-historica/webtur00-content/es/,1.0,0.0,0.0,Historia,"43.137189,-2.4866561000000047",43.137189,-2.4866561000000047
"Albaola, Factoria Marítima Vasca", Albaola Itsas Kultur Faktoria permanecerá cerrada al público desde el 2 de no...,Museo,Ondartxo ibilbidea 1,Pasaia,Gipuzkoa,20110.0,Costa Vasca,info@albaola.org,943 392 426,https://albaola.org/,https://turismoa.euskadi.eus/es/museos/albaola-factoria-maritima-vasca/webtur00-content/es/,0.0,240.0,0.0,Marítimo,"43.32921692577922,-1.925866680256604",43.32921692577922,-1.925866680256604
Centro de Interpretación de la Vía Verde del Ferrocarril Vasco-Navarro,El Centro de Interpretación de la Vía Verde del Ferrocarril Vasco-Navarro est&aacut...,Museo,"Calle La Estación, s/n",Campezo/Kanpezu,Araba/Álava,1128.0,Montes y Valles vascos,arabakomendialdea@arabakomendialdea.eus,945 410 577,https://www.arabakomendialdea.eus/,https://turismoa.euskadi.eus/es/museos/centro-de-interpretacion-de-la-via-verde-del-ferrocarril-vasco-navarro/webtur00-content/es/,0.0,0.0,0.0,Otros,"42.68973282171065,-2.3974444363846033",42.68973282171065,-2.397444436384604
Museo Taller  Santxotena,"Se trata de un espacio abierto, didáctico, que reúne la obra de Santxotena, desde b...",Museo,"Barrio Barrataguren, 2A",Artziniega,Araba/Álava,1474.0,Montes y Valles vascos,tlafragua@santxotena.org,945 396 664,https://santxotena.org/,https://turismoa.euskadi.eus/es/museos/taller-museo-santxotena/webtur00-content/es/,1.0,300.0,0.0,Arte,"43.12538905855585,-3.1188293060126853",43.12538905855585,-3.1188293060126853
Urdaibai Bird Center,Todos los visitantes que quieran conocer más de cerca la naturaleza que entraña la&...,Museo,"Orueta, 7",Gautegiz Arteaga,Bizkaia,48314.0,Montes y Valles vascos,urdaibai@birdcenter.org,699 839 202,https://www.birdcenter.org/,https://turismoa.euskadi.eus/es/museos/urdaibai-bird-center/webtur00-content/es/,1.0,0.0,1.0,Ciencias Naturales,"43.346862726784565,-2.6573838058350248",43.346862726784565,-2.6573838058350248
Centro de Atención e Interpretación del Valle Salado de Añana,La visita al Valle Salado de Añana comienza en el Centro de Atención e Interpretaci...,Museo,"Calle Real, 32",Añana,Araba/Álava,1426.0,Montes y Valles vascos,reservas@vallesalado.com,945 351 111,http://www.vallesalado.com,https://turismoa.euskadi.eus/es/museos/centro-de-atencion-e-interpretacion-del-valle-salado-de-anana/webtur00-content/es/,1.0,74.0,1.0,Otros,"42.80116,-2.984954499999958",42.80116,-2.984954499999958
Ekoetxea Txingudi,"En la sala principal el visitante encontrará una maqueta de la bahía, paneles infor...",Museo,Parque Ecológico Plaiaundi,Irun,Gipuzkoa,20304.0,Costa Vasca,info.txingudi@ekoetxea.eus,943 619 389,https://ekoetxea.eus/,https://turismoa.euskadi.eus/es/museos/centro-de-interpretacion-txingudi-ekoetxea/webtur00-content/es/,1.0,0.0,0.0,Ciencias Naturales,"43.34686571777646,-1.7931823602966688",43.34686571777646,-1.7931823602966688
